id_ENSEMBL;gene_recommended_name;tax_id
ENSG00000117305;HMGCL;9606
ENSG00000113161;HMGCR;9606
ENSG00000112972;HMGCS1;9606
ENSG00000134240;HMGCS2;9606
ENSG00000137309;HMGA1;9606
ENSG00000072571;HMMR;9606
ENSG00000100292;HMOX1;9606
ENSG00000103415;HMOX2;9606
ENSG00000123358;NR4A1;9606
ENSG00000215612;HMX1;9606
ENSG00000188816;HMX2;9606
ENSG00000129514;FOXA1;9606
ENSG00000125798;FOXA2;9606
ENSG00000170608;FOXA3;9606
ENSG00000101076;HNF4A;9606
ENSG00000164749;HNF4G;9606
ENSG00000169856;ONECUT1;9606
ENSG00000150540;HNMT;9606
ENSG00000174669;SLC29A2;9606
ENSG00000135486;HNRNPA1;9606
ENSG00000122566;HNRNPA2B1;9606
ENSG00000197451;HNRNPAB;9606
ENSG00000092199;HNRNPC;9606
ENSG00000138668;HNRNPD;9606
ENSG00000169813;HNRNPF;9606
ENSG00000169045;HNRNPH1;9606
ENSG00000126945;HNRNPH2;9606
ENSG00000096746;HNRNPH3;9606
ENSG00000165119;HNRNPK;9606
ENSG00000104824;HNRNPL;9606
ENSG00000153187;HNRNPU;9606
ENSG00000107807;TLX1;9606
ENSG00000115297;TLX2;9606
ENSG00000105991;HOXA1;9606
ENSG00000105996;HOXA2;9606
ENSG00000105997;HOXA3;9606
ENSG00000197576;HOXA4;9606
ENSG00000106004;HOXA5;9606
ENSG00000106006;HOXA6;9606
ENSG00000122592;HOXA7;9606
ENSG00000078399;HOXA9;9606
ENSG00000253293;HOXA10;9606
ENSG00000005073;HOXA11;9606
ENSG00000121905;HPCA;9606
ENSG00000106031;HOXA13;9606
ENSG00000120094;HOXB1;9606
ENSG00000173917;HOXB2;9606
ENSG00000120093;HOXB3;9606
ENSG00000182742;HOXB4;9606
ENSG00000120075;HOXB5;9606
ENSG00000108511;HOXB6;9606
ENSG00000260027;HOXB7;9606
ENSG00000120068;HOXB8;9606
ENSG00000170689;HOXB9;9606
ENSG00000198353;HOXC4;9606
ENSG00000273046;HOXC5;9606
ENSG00000197757;HOXC6;9606
ENSG00000037965;HOXC8;9606
ENSG00000180806;HOXC9;9606
ENSG00000180818;HOXC10;9606
ENSG00000123388;HOXC11;9606
ENSG00000123407;HOXC12;9606
ENSG00000123364;HOXC13;9606
ENSG00000128645;HOXD1;9606
ENSG00000128652;HOXD3;9606
ENSG00000278500;HOXD4;9606
ENSG00000175879;HOXD8;9606
ENSG00000128709;HOXD9;9606
ENSG00000128710;HOXD10;9606
ENSG00000128713;HOXD11;9606
ENSG00000170178;HOXD12;9606
ENSG00000128714;HOXD13;9606
ENSG00000257017;HP;9606
ENSG00000115756;HPCAL1;9606
ENSG00000158104;HPD;9606
ENSG00000164120;HPGD;9606
ENSG00000105707;HPN;9606
ENSG00000261701;HPR;9606
ENSG00000165704;HPRT1;9606
ENSG00000107521;HPS1;9606
ENSG00000110169;HPX;9606
ENSG00000174775;HRAS;9606
ENSG00000187682;ERAS;9606
ENSG00000173744;AGFG1;9606
ENSG00000106351;AGFG2;9606
ENSG00000196639;HRH1;9606
ENSG00000130528;HRC;9606
ENSG00000113905;HRG;9606
ENSG00000113749;HRH2;9606
ENSG00000160310;PRMT2;9606
ENSG00000126457;PRMT1;9606
ENSG00000114315;HES1;9606
ENSG00000230989;HSBP1;9606
ENSG00000203857;HSD3B1;9606
ENSG00000203859;HSD3B2;9606
ENSG00000117594;HSD11B1;9606
ENSG00000176387;HSD11B2;9606
ENSG00000108786;HSD17B1;9606
ENSG00000130948;HSD17B3;9606
ENSG00000086696;HSD17B2;9606
ENSG00000133835;HSD17B4;9606
ENSG00000185122;HSF1;9606
ENSG00000025156;HSF2;9606
ENSG00000102878;HSF4;9606
ENSG00000135924;DNAJB2;9606
ENSG00000086061;DNAJA1;9606
ENSG00000204389;HSPA1A;9606
ENSG00000204388;HSPA1B;9606
ENSG00000204390;HSPA1L;9606
ENSG00000126803;HSPA2;9606
ENSG00000170606;HSPA4;9606
ENSG00000044574;HSPA5;9606
ENSG00000173110;HSPA6;9606
ENSG00000109971;HSPA8;9606
ENSG00000113013;HSPA9;9606
ENSG00000106211;HSPB1;9606
ENSG00000170276;HSPB2;9606
ENSG00000080824;HSP90AA1;9606
ENSG00000143061;IGSF3;9606
ENSG00000096384;HSP90AB1;9606
ENSG00000144381;HSPD1;9606
ENSG00000115541;HSPE1;9606
ENSG00000132002;DNAJB1;9606
ENSG00000110011;DNAJC4;9606
ENSG00000142798;HSPG2;9606
ENSG00000070614;NDST1;9606
ENSG00000170802;FOXN2;9606
ENSG00000126550;HTN1;9606
ENSG00000205649;HTN3;9606
ENSG00000178394;HTR1A;9606
ENSG00000135312;HTR1B;9606
ENSG00000179546;HTR1D;9606
ENSG00000168830;HTR1E;9606
ENSG00000179097;HTR1F;9606
ENSG00000102468;HTR2A;9606
ENSG00000135914;HTR2B;9606
ENSG00000147246;HTR2C;9606
ENSG00000166736;HTR3A;9606
ENSG00000164270;HTR4;9606
ENSG00000157219;HTR5A;9606
ENSG00000158748;HTR6;9606
ENSG00000148680;HTR7;9606
ENSG00000136273;HUS1;9606
ENSG00000041982;TNC;9606
ENSG00000114378;HYAL1;9606
ENSG00000121351;IAPP;9606
ENSG00000196305;IARS;9606
ENSG00000029559;IBSP;9606
ENSG00000003147;ICA1;9606
ENSG00000090339;ICAM1;9606
ENSG00000108622;ICAM2;9606
ENSG00000076662;ICAM3;9606
ENSG00000105371;ICAM4;9606
ENSG00000140968;IRF8;9606
ENSG00000167862;MRPL58;9606
ENSG00000125968;ID1;9606
ENSG00000115738;ID2;9606
ENSG00000117318;ID3;9606
ENSG00000172201;ID4;9606
ENSG00000119912;IDE;9606
ENSG00000138413;IDH1;9606
ENSG00000182054;IDH2;9606
ENSG00000166411;IDH3A;9606
ENSG00000101365;IDH3B;9606
ENSG00000067829;IDH3G;9606
ENSG00000067064;IDI1;9606
ENSG00000010404;IDS;9606
ENSG00000127415;IDUA;9606
ENSG00000205403;CFI;9606
ENSG00000163565;IFI16;9606
ENSG00000165949;IFI27;9606
ENSG00000068079;IFI35;9606
ENSG00000135899;SP110;9606
ENSG00000119922;IFIT2;9606
ENSG00000185745;IFIT1;9606
ENSG00000119917;IFIT3;9606
ENSG00000197919;IFNA1;9606
ENSG00000188379;IFNA2;9606
ENSG00000236637;IFNA4;9606
ENSG00000147873;IFNA5;9606
ENSG00000120235;IFNA6;9606
ENSG00000214042;IFNA7;9606
ENSG00000120242;IFNA8;9606
ENSG00000186803;IFNA10;9606
ENSG00000233816;IFNA13;9606
ENSG00000228083;IFNA14;9606
ENSG00000147885;IFNA16;9606
ENSG00000234829;IFNA17;9606
ENSG00000137080;IFNA21;9606
ENSG00000142166;IFNAR1;9606
ENSG00000159110;IFNAR2;9606
ENSG00000171855;IFNB1;9606
ENSG00000111537;IFNG;9606
ENSG00000027697;IFNGR1;9606
ENSG00000159128;IFNGR2;9606
ENSG00000177047;IFNW1;9606
ENSG00000006652;IFRD1;9606
ENSG00000089289;IGBP1;9606
ENSG00000017427;IGF1;9606
ENSG00000140443;IGF1R;9606
ENSG00000167244;IGF2;9606
ENSG00000197081;IGF2R;9606
ENSG00000099769;IGFALS;9606
ENSG00000146678;IGFBP1;9606
ENSG00000115457;IGFBP2;9606
ENSG00000146674;IGFBP3;9606
ENSG00000141753;IGFBP4;9606
ENSG00000115461;IGFBP5;9606
ENSG00000167779;IGFBP6;9606
ENSG00000163453;IGFBP7;9606
ENSG00000142871;CYR61;9606
ENSG00000132740;IGHMBP2;9606
ENSG00000132465;JCHAIN;9606
ENSG00000168214;RBPJ;9606
ENSG00000128322;IGLL1;9606
ENSG00000147255;IGSF1;9606
ENSG00000163501;IHH;9606
ENSG00000113141;IK;9606
ENSG00000104365;IKBKB;9606
ENSG00000115008;IL1A;9606
ENSG00000125538;IL1B;9606
ENSG00000115594;IL1R1;9606
ENSG00000196083;IL1RAP;9606
ENSG00000136689;IL1RN;9606
ENSG00000109471;IL2;9606
ENSG00000134460;IL2RA;9606
ENSG00000100385;IL2RB;9606
ENSG00000147168;IL2RG;9606
ENSG00000164399;IL3;9606
ENSG00000185291;IL3RA;9606
ENSG00000113520;IL4;9606
ENSG00000077238;IL4R;9606
ENSG00000113525;IL5;9606
ENSG00000091181;IL5RA;9606
ENSG00000136244;IL6;9606
ENSG00000160712;IL6R;9606
ENSG00000134352;IL6ST;9606
ENSG00000104432;IL7;9606
ENSG00000168685;IL7R;9606
ENSG00000169429;CXCL8;9606
ENSG00000163464;CXCR1;9606
ENSG00000145839;IL9;9606
ENSG00000180871;CXCR2;9606
ENSG00000124334;IL9R;9606
ENSG00000136634;IL10;9606
ENSG00000110324;IL10RA;9606
ENSG00000243646;IL10RB;9606
ENSG00000095752;IL11;9606
ENSG00000137070;IL11RA;9606
ENSG00000168811;IL12A;9606
ENSG00000113302;IL12B;9606
ENSG00000096996;IL12RB1;9606
ENSG00000081985;IL12RB2;9606
ENSG00000169194;IL13;9606
ENSG00000131724;IL13RA1;9606
ENSG00000123496;IL13RA2;9606
ENSG00000164136;IL15;9606
ENSG00000134470;IL15RA;9606
ENSG00000172349;IL16;9606
ENSG00000049249;TNFRSF9;9606
ENSG00000112115;IL17A;9606
ENSG00000150782;IL18;9606
ENSG00000141568;FOXK2;9606
ENSG00000143621;ILF2;9606
ENSG00000129351;ILF3;9606
ENSG00000166333;ILK;9606
ENSG00000133731;IMPA1;9606
ENSG00000141401;IMPA2;9606
ENSG00000106348;IMPDH1;9606
ENSG00000178035;IMPDH2;9606
ENSG00000112706;IMPG1;9606
ENSG00000149503;INCENP;9606
ENSG00000131203;IDO1;9606
ENSG00000153487;ING1;9606
ENSG00000168556;ING2;9606
ENSG00000123999;INHA;9606
ENSG00000122641;INHBA;9606
ENSG00000163083;INHBB;9606
ENSG00000175189;INHBC;9606
ENSG00000169245;CXCL10;9606
ENSG00000151689;INPP1;9606
ENSG00000254647;INS;9606
ENSG00000040933;INPP4A;9606
ENSG00000068383;INPP5A;9606
ENSG00000204084;INPP5B;9606
ENSG00000168918;INPP5D;9606
ENSG00000165458;INPPL1;9606
ENSG00000186480;INSIG1;9606
ENSG00000248099;INSL3;9606
ENSG00000120211;INSL4;9606
ENSG00000173404;INSM1;9606
ENSG00000171105;INSR;9606
ENSG00000027644;INSRR;9606
ENSG00000104408;EIF3E;9606
ENSG00000139515;PDX1;9606
ENSG00000197429;IPP;9606
ENSG00000184216;IRAK1;9606
ENSG00000091409;ITGA6;9606
ENSG00000134070;IRAK2;9606
ENSG00000136381;IREB2;9606
ENSG00000125347;IRF1;9606
ENSG00000168310;IRF2;9606
ENSG00000126456;IRF3;9606
ENSG00000137265;IRF4;9606
ENSG00000128604;IRF5;9606
ENSG00000117595;IRF6;9606
ENSG00000185507;IRF7;9606
ENSG00000169047;IRS1;9606
ENSG00000172183;ISG20;9606
ENSG00000016082;ISL1;9606
ENSG00000129009;ISLR;9606
ENSG00000213949;ITGA1;9606
ENSG00000164171;ITGA2;9606
ENSG00000005961;ITGA2B;9606
ENSG00000005884;ITGA3;9606
ENSG00000115232;ITGA4;9606
ENSG00000161638;ITGA5;9606
ENSG00000135424;ITGA7;9606
ENSG00000144668;ITGA9;9606
ENSG00000156886;ITGAD;9606
ENSG00000083457;ITGAE;9606
ENSG00000005844;ITGAL;9606
ENSG00000169896;ITGAM;9606
ENSG00000138448;ITGAV;9606
ENSG00000140678;ITGAX;9606
ENSG00000150093;ITGB1;9606
ENSG00000160255;ITGB2;9606
ENSG00000259207;ITGB3;9606
ENSG00000132470;ITGB4;9606
ENSG00000242372;EIF6;9606
ENSG00000082781;ITGB5;9606
ENSG00000115221;LINC02478;9606
ENSG00000139626;ITGB7;9606
ENSG00000105855;ITGB8;9606
ENSG00000055957;ITIH1;9606
ENSG00000151655;ITIH2;9606
ENSG00000162267;ITIH3;9606
ENSG00000055955;ITIH4;9606
ENSG00000113263;ITK;9606
ENSG00000134910;STT3A;9606
ENSG00000125877;ITPA;9606
ENSG00000100605;ITPK1;9606
ENSG00000137825;ITPKA;9606
ENSG00000143772;ITPKB;9606
ENSG00000150995;ITPR1;9606
ENSG00000123104;ITPR2;9606
ENSG00000096433;ITPR3;9606
ENSG00000128928;IVD;9606
ENSG00000163207;IVL;9606
ENSG00000184916;JAG2;9606
ENSG00000162434;JAK1;9606
ENSG00000096968;JAK2;9606
ENSG00000105639;JAK3;9606
ENSG00000008083;JARID2;9606
ENSG00000177606;JUN;9606
ENSG00000171223;JUNB;9606
ENSG00000130522;JUND;9606
ENSG00000173801;JUP;9606
ENSG00000011201;ANOS1;9606
ENSG00000085117;CD82;9606
ENSG00000065427;KARS;9606
ENSG00000111262;KCNA1;9606
ENSG00000177301;KCNA2;9606
ENSG00000177272;KCNA3;9606
ENSG00000182255;KCNA4;9606
ENSG00000130037;KCNA5;9606
ENSG00000130035;GALNT8;9606
ENSG00000104848;KCNA7;9606
ENSG00000143105;KCNA10;9606
ENSG00000158445;KCNB1;9606
ENSG00000129159;KCNC1;9606
ENSG00000166006;KCNC2;9606
ENSG00000131398;KCNC3;9606
ENSG00000116396;KCNC4;9606
ENSG00000102057;KCND1;9606
ENSG00000184408;KCND2;9606
ENSG00000171385;KCND3;9606
ENSG00000180509;KCNE1;9606
ENSG00000162975;KCNF1;9606
ENSG00000026559;KCNG1;9606
ENSG00000143473;KCNH1;9606
ENSG00000055118;KCNH2;9606
ENSG00000151704;KCNJ1;9606
ENSG00000123700;KCNJ2;9606
ENSG00000162989;KCNJ3;9606
ENSG00000168135;KCNJ4;9606
ENSG00000120457;KCNJ5;9606
ENSG00000157542;KCNJ6;9606
ENSG00000121361;KCNJ8;9606
ENSG00000162728;KCNJ9;9606
ENSG00000177807;KCNJ10;9606
ENSG00000187486;KCNJ11;9606
ENSG00000184185;KCNJ12;9606
ENSG00000115474;KCNJ13;9606
ENSG00000182324;KCNJ14;9606
ENSG00000157551;KCNJ15;9606
ENSG00000153822;KCNJ16;9606
ENSG00000135750;KCNK1;9606
ENSG00000082482;KCNK2;9606
ENSG00000171303;KCNK3;9606
ENSG00000156113;KCNMA1;9606
ENSG00000145936;KCNMB1;9606
ENSG00000105642;KCNN1;9606
ENSG00000080709;KCNN2;9606
ENSG00000143603;KCNN3;9606
ENSG00000104783;KCNN4;9606
ENSG00000053918;KCNQ1;9606
ENSG00000075043;KCNQ2;9606
ENSG00000184156;KCNQ3;9606
ENSG00000124134;KCNS1;9606
ENSG00000156486;KCNS2;9606
ENSG00000170745;KCNS3;9606
ENSG00000128052;KDR;9606
ENSG00000197993;KEL;9606
ENSG00000138030;KHK;9606
ENSG00000068796;KIF2A;9606
ENSG00000084731;KIF3C;9606
ENSG00000155980;KIF5A;9606
ENSG00000170759;KIF5B;9606
ENSG00000168280;KIF5C;9606
ENSG00000140859;KIFC3;9606
ENSG00000125498;KIR2DL1;9606
ENSG00000243772;KIR2DL3;9606
ENSG00000189013;KIR2DL4;9606
ENSG00000221957;KIR2DS4;9606
ENSG00000167633;KIR3DL1;9606
ENSG00000240403;KIR3DL2;9606
ENSG00000170498;KISS1;9606
ENSG00000157404;KIT;9606
ENSG00000167748;KLK1;9606
ENSG00000167751;KLK2;9606
ENSG00000164344;KLKB1;9606
ENSG00000111796;KLRB1;9606
ENSG00000134545;KLRC1;9606
ENSG00000205809;KLRC2;9606
ENSG00000205810;KLRC3;9606
ENSG00000134539;KLRD1;9606
ENSG00000113889;KNG1;9606
ENSG00000126214;KLC1;9606
ENSG00000138160;KIF11;9606
ENSG00000237649;KIFC1;9606
ENSG00000125337;KIF25;9606
ENSG00000079616;KIF22;9606
ENSG00000114030;KPNA1;9606
ENSG00000108424;KPNB1;9606
ENSG00000182481;KPNA2;9606
ENSG00000102753;KPNA3;9606
ENSG00000186432;KPNA4;9606
ENSG00000196911;KPNA5;9606
ENSG00000083312;TNPO1;9606
ENSG00000065150;IPO5;9606
ENSG00000133703;KRAS;9606
ENSG00000254997;KRTAP5-9;9606
ENSG00000167768;KRT1;9606
ENSG00000172867;KRT2;9606
ENSG00000186442;KRT3;9606
ENSG00000170477;KRT4;9606
ENSG00000186081;KRT5;9606
ENSG00000205420;KRT6A;9606
ENSG00000185479;KRT6B;9606
ENSG00000135480;KRT7;9606
ENSG00000170421;KRT8;9606
ENSG00000171403;KRT9;9606
ENSG00000186395;KRT10;9606
ENSG00000187242;KRT12;9606
ENSG00000171401;KRT13;9606
ENSG00000186847;KRT14;9606
ENSG00000171346;KRT15;9606
ENSG00000186832;KRT16;9606
ENSG00000128422;KRT17;9606
ENSG00000111057;KRT18;9606
ENSG00000171345;KRT19;9606
ENSG00000094796;KRT31;9606
ENSG00000108759;KRT32;9606
ENSG00000006059;KRT33A;9606
ENSG00000131738;KRT33B;9606
ENSG00000131737;KRT34;9606
ENSG00000197079;KRT35;9606
ENSG00000205426;KRT81;9606
ENSG00000161850;KRT82;9606
ENSG00000170523;KRT83;9606
ENSG00000161849;KRT84;9606
ENSG00000135443;KRT85;9606
ENSG00000170442;KRT86;9606
ENSG00000126777;KTN1;9606
ENSG00000198910;L1CAM;9606
ENSG00000159166;LAD1;9606
ENSG00000144218;AFF3;9606
ENSG00000089692;LAG3;9606
ENSG00000167613;LAIR1;9606
ENSG00000167618;LAIR2;9606
ENSG00000167531;LALBA;9606
ENSG00000196569;LAMA2;9606
ENSG00000053747;LAMA3;9606
ENSG00000112769;LAMA4;9606
ENSG00000130702;LAMA5;9606
ENSG00000091136;LAMB1;9606
ENSG00000172037;LAMB2;9606
ENSG00000196878;LAMB3;9606
ENSG00000135862;LAMC1;9606
ENSG00000185896;LAMP1;9606
ENSG00000058085;LAMC2;9606
ENSG00000005893;LAMP2;9606
ENSG00000168028;RPSA;9606
ENSG00000117632;STMN1;9606
ENSG00000002834;LASP1;9606
ENSG00000129988;LBP;9606
ENSG00000143815;LBR;9606
ENSG00000213398;LCAT;9606
ENSG00000182866;LCK;9606
ENSG00000160349;LCN1;9606
ENSG00000148346;LCN2;9606
ENSG00000136167;LCP1;9606
ENSG00000043462;LCP2;9606
ENSG00000115850;LCT;9606
ENSG00000134333;LDHA;9606
ENSG00000111716;LDHB;9606
ENSG00000166796;LDHC;9606
ENSG00000130164;LDLR;9606
ENSG00000145826;LECT2;9606
ENSG00000174697;LEP;9606
ENSG00000116678;LEPR;9606
ENSG00000168924;LETM1;9606
ENSG00000106003;LFNG;9606
ENSG00000100097;LGALS1;9606
ENSG00000100079;LGALS2;9606
ENSG00000131981;LGALS3;9606
ENSG00000108679;LGALS3BP;9606
ENSG00000171747;LGALS4;9606
ENSG00000205076;LGALS7;9606
ENSG00000116977;LGALS8;9606
ENSG00000168961;LGALS9;9606
ENSG00000104826;LHB;9606
ENSG00000138039;LHCGR;9606
ENSG00000273706;LHX1;9606
ENSG00000128342;LIF;9606
ENSG00000113594;LIFR;9606
ENSG00000105486;LIG1;9606
ENSG00000005156;LIG3;9606
ENSG00000174405;LIG4;9606
ENSG00000105370;LIM2;9606
ENSG00000099204;ABLIM1;9606
ENSG00000106683;LIMK1;9606
ENSG00000182541;LIMK2;9606
ENSG00000169756;LIMS1;9606
ENSG00000107798;LIPA;9606
ENSG00000166035;LIPC;9606
ENSG00000079435;LIPE;9606
ENSG00000149485;FADS1;9606
ENSG00000073350;LLGL2;9606
ENSG00000221968;FADS3;9606
ENSG00000131899;LLGL1;9606
ENSG00000074695;LMAN1;9606
ENSG00000160789;LMNA;9606
ENSG00000113368;LMNB1;9606
ENSG00000166407;LMO1;9606
ENSG00000135363;LMO2;9606
ENSG00000012211;PRICKLE3;9606
ENSG00000136153;LMO7;9606
ENSG00000162761;LMX1A;9606
ENSG00000136944;LMX1B;9606
ENSG00000113441;LNPEP;9606
ENSG00000110002;VWA5A;9606
ENSG00000203782;LOR;9606
ENSG00000113083;LOX;9606
ENSG00000129038;LOXL1;9606
ENSG00000134013;LOXL2;9606
ENSG00000198670;LPA;9606
ENSG00000175445;LPL;9606
ENSG00000167419;LPO;9606
ENSG00000145012;LPP;9606
ENSG00000118308;LRMP;9606
ENSG00000077454;LRCH4;9606
ENSG00000123384;LRP1;9606
ENSG00000081479;LRP2;9606
ENSG00000130881;LRP3;9606
ENSG00000134569;LRP4;9606
ENSG00000070018;LRP6;9606
ENSG00000162337;LRP5;9606
ENSG00000163956;LRPAP1;9606
ENSG00000185565;LSAMP;9606
ENSG00000130592;LSP1;9606
ENSG00000160285;LSS;9606
ENSG00000111144;LTA4H;9606
ENSG00000226979;LTA;9606
ENSG00000227507;LTB;9606
ENSG00000186529;CYP4F3;9606
ENSG00000049323;LTBP1;9606
ENSG00000119681;LTBP2;9606
ENSG00000168056;LTBP3;9606
ENSG00000111321;LTBR;9606
ENSG00000213316;LTC4S;9606
ENSG00000012223;LTF;9606
ENSG00000062524;LTK;9606
ENSG00000187244;BCAM;9606
ENSG00000139329;LUM;9606
ENSG00000160932;LY6E;9606
ENSG00000176956;LY6H;9606
ENSG00000122224;LY9;9606
ENSG00000134061;CD180;9606
ENSG00000054219;LY75;9606
ENSG00000104903;LYL1;9606
ENSG00000254087;LYN;9606
ENSG00000183918;SH2D1A;9606
ENSG00000090382;LYZ;9606
ENSG00000184292;TACSTD2;9606
ENSG00000169908;TM4SF1;9606
ENSG00000119888;EPCAM;9606
ENSG00000003056;M6PR;9606
ENSG00000135387;CAPRIN1;9606
ENSG00000188554;NBR1;9606
ENSG00000180660;MAB21L1;9606
ENSG00000277443;MARCKS;9606
ENSG00000059728;MXD1;9606
ENSG00000164109;MAD2L1;9606
ENSG00000170365;SMAD1;9606
ENSG00000175387;SMAD2;9606
ENSG00000166949;SMAD3;9606
ENSG00000141646;SMAD4;9606
ENSG00000113658;SMAD5;9606
ENSG00000137834;SMAD6;9606
ENSG00000101665;SMAD7;9606
ENSG00000120693;SMAD9;9606
ENSG00000178573;MAF;9606
ENSG00000197063;MAFG;9606
ENSG00000105695;MAG;9606
ENSG00000198681;MAGEA1;9606
ENSG00000268606;MAGEA2;9606
ENSG00000221867;MAGEA3;9606
ENSG00000147381;MAGEA4;9606
ENSG00000197172;MAGEA6;9606
ENSG00000156009;MAGEA8;9606
ENSG00000123584;MAGEA9;9606
ENSG00000124260;MAGEA10;9606
ENSG00000185247;MAGEA11;9606
ENSG00000213401;MAGEA12;9606
ENSG00000214107;MAGEB1;9606
ENSG00000099399;MAGEB2;9606
ENSG00000198798;MAGEB3;9606
ENSG00000120289;MAGEB4;9606
ENSG00000162385;MAGOH;9606
ENSG00000111837;MAK;9606
ENSG00000172005;MAL;9606
ENSG00000111885;MAN1A1;9606
ENSG00000196547;MAN2A2;9606
ENSG00000140400;MAN2C1;9606
ENSG00000112893;MAN2A1;9606
ENSG00000104774;MAN2B1;9606
ENSG00000109323;MANBA;9606
ENSG00000189221;MAOA;9606
ENSG00000069535;MAOB;9606
ENSG00000166963;MAP1A;9606
ENSG00000131711;MAP1B;9606
ENSG00000078018;MAP2;9606
ENSG00000047849;MAP4;9606
ENSG00000171533;MAP6;9606
ENSG00000186868;MAPT;9606
ENSG00000116141;MARK1;9606
ENSG00000075413;MARK3;9606
ENSG00000166986;MARS;9606
ENSG00000130368;MAS1;9606
ENSG00000151224;MAT1A;9606
ENSG00000168906;MAT2A;9606
ENSG00000007264;MATK;9606
ENSG00000162510;MATN1;9606
ENSG00000132561;MATN2;9606
ENSG00000132031;MATN3;9606
ENSG00000125952;MAX;9606
ENSG00000103495;MAZ;9606
ENSG00000198125;MB;9606
ENSG00000141644;MBD1;9606
ENSG00000165471;MBL2;9606
ENSG00000152601;MBNL1;9606
ENSG00000197971;MBP;9606
ENSG00000258839;MC1R;9606
ENSG00000185231;MC2R;9606
ENSG00000124089;MC3R;9606
ENSG00000166603;MC4R;9606
ENSG00000176136;MC5R;9606
ENSG00000076706;MCAM;9606
ENSG00000171444;MCC;9606
ENSG00000183196;CHST6;9606
ENSG00000101977;MCF2;9606
ENSG00000143384;MCL1;9606
ENSG00000073111;MCM2;9606
ENSG00000112118;MCM3;9606
ENSG00000104738;MCM4;9606
ENSG00000100297;MCM5;9606
ENSG00000076003;MCM6;9606
ENSG00000166508;MCM7;9606
ENSG00000117335;CD46;9606
ENSG00000163206;SMCP;9606
ENSG00000073670;ADAM11;9606
ENSG00000112559;MDFI;9606
ENSG00000128590;DNAJB9;9606
ENSG00000014641;MDH1;9606
ENSG00000146701;MDH2;9606
ENSG00000110492;MDK;9606
ENSG00000135679;MDM2;9606
ENSG00000198625;MDM4;9606
ENSG00000065833;ME1;9606
ENSG00000082212;ME2;9606
ENSG00000124733;MEA1;9606
ENSG00000169057;MECP2;9606
ENSG00000068305;MEF2A;9606
ENSG00000064489;BORCS8-MEF2B;9606
ENSG00000081189;MEF2C;9606
ENSG00000116604;MEF2D;9606
ENSG00000103313;MEFV;9606
ENSG00000143995;MEIS1;9606
ENSG00000134138;MEIS2;9606
ENSG00000095015;MAP3K1;9606
ENSG00000198909;MAP3K3;9606
ENSG00000085511;MAP3K4;9606
ENSG00000197442;MAP3K5;9606
ENSG00000167461;RAB8A;9606
ENSG00000133895;MEN1;9606
ENSG00000005102;MEOX1;9606
ENSG00000106511;MEOX2;9606
ENSG00000112818;MEP1A;9606
ENSG00000141434;MEP1B;9606
ENSG00000106484;MEST;9606
ENSG00000105976;MET;9606
ENSG00000037897;METTL1;9606
ENSG00000140259;MFAP1;9606
ENSG00000117122;MFAP2;9606
ENSG00000037749;MFAP3;9606
ENSG00000166482;MFAP4;9606
ENSG00000140545;MFGE8;9606
ENSG00000163975;MELTF;9606
ENSG00000100060;MFNG;9606
ENSG00000131446;MGAT1;9606
ENSG00000124939;SCGB2A1;9606
ENSG00000168282;MGAT2;9606
ENSG00000128268;MGAT3;9606
ENSG00000152127;MGAT5;9606
ENSG00000110484;SCGB2A2;9606
ENSG00000150527;MIA2;9606
ENSG00000049130;KITLG;9606
ENSG00000170430;MGMT;9606
ENSG00000111341;MGP;9606
ENSG00000008394;MGST1;9606
ENSG00000085871;MGST2;9606
ENSG00000143198;MGST3;9606
ENSG00000179583;CIITA;9606
ENSG00000002586;CD99;9606
ENSG00000204516;MICB;9606
ENSG00000101871;MID1;9606
ENSG00000240972;MIF;9606
ENSG00000138755;CXCL9;9606
ENSG00000135517;MIP;9606
ENSG00000027001;MIPEP;9606
ENSG00000187098;MITF;9606
ENSG00000066427;ATXN3;9606
ENSG00000148773;MKI67;9606
ENSG00000128585;MKLN1;9606
ENSG00000178053;MLF1;9606
ENSG00000076242;MLH1;9606
ENSG00000006432;MAP3K9;9606
ENSG00000130758;MAP3K10;9606
ENSG00000096395;MLN;9606
ENSG00000173327;MAP3K11;9606
ENSG00000118058;KMT2A;9606
ENSG00000130382;MLLT1;9606
ENSG00000172493;AFF1;9606
ENSG00000171843;MLLT3;9606
ENSG00000130396;AFDN;9606
ENSG00000275023;MLLT6;9606
ENSG00000184481;FOXO4;9606
ENSG00000151623;NR3C2;9606
ENSG00000134160;TRPM1;9606
ENSG00000196549;MME;9606
ENSG00000196611;MMP1;9606
ENSG00000087245;MMP2;9606
ENSG00000149968;MMP3;9606
ENSG00000137673;MMP7;9606
ENSG00000118113;MMP8;9606
ENSG00000100985;MMP9;9606
ENSG00000166670;MMP10;9606
ENSG00000099953;MMP11;9606
ENSG00000262406;MMP12;9606
ENSG00000137745;MMP13;9606
ENSG00000157227;MMP14;9606
ENSG00000102996;MMP15;9606
ENSG00000156103;MMP16;9606
ENSG00000198598;MMP17;9606
ENSG00000123342;MMP19;9606
ENSG00000119711;ALDH6A1;9606
ENSG00000169184;MN1;9606
ENSG00000020426;MNAT1;9606
ENSG00000163563;MNDA;9606
ENSG00000070444;MNT;9606
ENSG00000168314;MOBP;9606
