id_genesynonym;id_ENSEMBL;name_genesynonym
ENSG00000121410_A1B;ENSG00000121410;A1B
ENSG00000121410_ABG;ENSG00000121410;ABG
ENSG00000121410_GAB;ENSG00000121410;GAB
ENSG00000121410_HYST2477;ENSG00000121410;HYST2477
ENSG00000175899_A2MD;ENSG00000175899;A2MD
ENSG00000175899_CPAMD5;ENSG00000175899;CPAMD5
ENSG00000175899_FWP007;ENSG00000175899;FWP007
ENSG00000175899_S863-7;ENSG00000175899;S863-7
ENSG00000256069_A2MP;ENSG00000256069;A2MP
ENSG00000171428_AAC1;ENSG00000171428;AAC1
ENSG00000171428_MNAT;ENSG00000171428;MNAT
ENSG00000171428_NAT-1;ENSG00000171428;NAT-1
ENSG00000171428_NATI;ENSG00000171428;NATI
ENSG00000156006_AAC2;ENSG00000156006;AAC2
ENSG00000156006_NAT-2;ENSG00000156006;NAT-2
ENSG00000156006_PNAT;ENSG00000156006;PNAT
ENSG00000196136_AACT;ENSG00000196136;AACT
ENSG00000196136_ACT;ENSG00000196136;ACT
ENSG00000196136_GIG24;ENSG00000196136;GIG24
ENSG00000196136_GIG25;ENSG00000196136;GIG25
ENSG00000114771_CES5A1;ENSG00000114771;CES5A1
ENSG00000114771_DAC;ENSG00000114771;DAC
ENSG00000129673_DSPS;ENSG00000129673;DSPS
ENSG00000129673_SNAT;ENSG00000129673;SNAT
ENSG00000090861_CMT2N;ENSG00000090861;CMT2N
ENSG00000090861_EIEE29;ENSG00000090861;EIEE29
ENSG00000183044_GABA-AT;ENSG00000183044;GABA-AT
ENSG00000183044_GABAT;ENSG00000183044;GABAT
ENSG00000183044_NPD009;ENSG00000183044;NPD009
ENSG00000165029_ABC-1;ENSG00000165029;ABC-1
ENSG00000165029_ABC1;ENSG00000165029;ABC1
ENSG00000165029_CERP;ENSG00000165029;CERP
ENSG00000165029_HDLDT1;ENSG00000165029;HDLDT1
ENSG00000165029_TGD;ENSG00000165029;TGD
ENSG00000107331_ABC2;ENSG00000107331;ABC2
ENSG00000167972_ABC-C;ENSG00000167972;ABC-C
ENSG00000167972_ABC3;ENSG00000167972;ABC3
ENSG00000167972_EST111653;ENSG00000167972;EST111653
ENSG00000167972_LBM180;ENSG00000167972;LBM180
ENSG00000167972_SMDP3;ENSG00000167972;SMDP3
ENSG00000131269_ABC7;ENSG00000131269;ABC7
ENSG00000131269_ASAT;ENSG00000131269;ASAT
ENSG00000131269_Atm1p;ENSG00000131269;Atm1p
ENSG00000131269_EST140535;ENSG00000131269;EST140535
ENSG00000204574_ABC27;ENSG00000204574;ABC27
ENSG00000204574_ABC50;ENSG00000204574;ABC50
ENSG00000198691_ABC10;ENSG00000198691;ABC10
ENSG00000198691_ABCR;ENSG00000198691;ABCR
ENSG00000198691_ARMD2;ENSG00000198691;ARMD2
ENSG00000198691_CORD3;ENSG00000198691;CORD3
ENSG00000198691_FFM;ENSG00000198691;FFM
ENSG00000198691_RMP;ENSG00000198691;RMP
ENSG00000198691_RP19;ENSG00000198691;RP19
ENSG00000198691_STGD;ENSG00000198691;STGD
ENSG00000198691_STGD1;ENSG00000198691;STGD1
ENSG00000097007_ABL;ENSG00000097007;ABL
ENSG00000097007_CHDSKM;ENSG00000097007;CHDSKM
ENSG00000097007_JTK7;ENSG00000097007;JTK7
ENSG00000097007_bcr/abl;ENSG00000097007;bcr/abl
ENSG00000097007_c-ABL;ENSG00000097007;c-ABL
ENSG00000097007_c-ABL1;ENSG00000097007;c-ABL1
ENSG00000097007_p150;ENSG00000097007;p150
ENSG00000097007_v-abl;ENSG00000097007;v-abl
ENSG00000002726_ABP;ENSG00000002726;ABP
ENSG00000002726_ABP1;ENSG00000002726;ABP1
ENSG00000002726_DAO;ENSG00000002726;DAO
ENSG00000002726_DAO1;ENSG00000002726;DAO1
ENSG00000002726_KAO;ENSG00000002726;KAO
ENSG00000143322_ABLL;ENSG00000143322;ABLL
ENSG00000143322_ARG;ENSG00000143322;ARG
ENSG00000175164_A3GALNT;ENSG00000175164;A3GALNT
ENSG00000175164_A3GALT1;ENSG00000175164;A3GALT1
ENSG00000175164_GTB;ENSG00000175164;GTB
ENSG00000175164_NAGAT;ENSG00000175164;NAGAT
ENSG00000159842_MDB;ENSG00000159842;MDB
ENSG00000060971_ACAA;ENSG00000060971;ACAA
ENSG00000060971_PTHIO;ENSG00000060971;PTHIO
ENSG00000060971_THIO;ENSG00000060971;THIO
ENSG00000278540_ACAC;ENSG00000278540;ACAC
ENSG00000278540_ACACAD;ENSG00000278540;ACACAD
ENSG00000278540_ACC;ENSG00000278540;ACC
ENSG00000278540_ACC1;ENSG00000278540;ACC1
ENSG00000278540_ACCA;ENSG00000278540;ACCA
ENSG00000076555_ACC2;ENSG00000076555;ACC2
ENSG00000076555_ACCB;ENSG00000076555;ACCB
ENSG00000076555_HACC275;ENSG00000076555;HACC275
ENSG00000115361_ACAD4;ENSG00000115361;ACAD4
ENSG00000115361_LCAD;ENSG00000115361;LCAD
ENSG00000117054_ACAD1;ENSG00000117054;ACAD1
ENSG00000117054_MCAD;ENSG00000117054;MCAD
ENSG00000117054_MCADH;ENSG00000117054;MCADH
ENSG00000122971_ACAD3;ENSG00000122971;ACAD3
ENSG00000122971_SCAD;ENSG00000122971;SCAD
ENSG00000196177_2-MEBCAD;ENSG00000196177;2-MEBCAD
ENSG00000196177_ACAD7;ENSG00000196177;ACAD7
ENSG00000196177_SBCAD;ENSG00000196177;SBCAD
ENSG00000072778_ACAD6;ENSG00000072778;ACAD6
ENSG00000072778_LCACD;ENSG00000072778;LCACD
ENSG00000072778_VLCAD;ENSG00000072778;VLCAD
ENSG00000075239_ACAT;ENSG00000075239;ACAT
ENSG00000075239_MAT;ENSG00000075239;MAT
ENSG00000075239_T2;ENSG00000075239;T2
ENSG00000075239_THIL;ENSG00000075239;THIL
ENSG00000108684_ACCN;ENSG00000108684;ACCN
ENSG00000108684_ACCN1;ENSG00000108684;ACCN1
ENSG00000108684_ASIC2a;ENSG00000108684;ASIC2a
ENSG00000108684_BNC1;ENSG00000108684;BNC1
ENSG00000108684_BNaC1;ENSG00000108684;BNaC1
ENSG00000108684_MDEG;ENSG00000108684;MDEG
ENSG00000108684_hBNaC1;ENSG00000108684;hBNaC1
ENSG00000110881_ACCN2;ENSG00000110881;ACCN2
ENSG00000110881_ASIC;ENSG00000110881;ASIC
ENSG00000110881_BNaC2;ENSG00000110881;BNaC2
ENSG00000087085_ACEE;ENSG00000087085;ACEE
ENSG00000087085_ARACHE;ENSG00000087085;ARACHE
ENSG00000087085_N-ACHE;ENSG00000087085;N-ACHE
ENSG00000087085_YT;ENSG00000087085;YT
ENSG00000131473_ACL;ENSG00000131473;ACL
ENSG00000131473_ATPCL;ENSG00000131473;ATPCL
ENSG00000131473_CLATP;ENSG00000131473;CLATP
ENSG00000122729_ACONS;ENSG00000122729;ACONS
ENSG00000122729_HEL60;ENSG00000122729;HEL60
ENSG00000122729_IREB1;ENSG00000122729;IREB1
ENSG00000122729_IREBP;ENSG00000122729;IREBP
ENSG00000122729_IREBP1;ENSG00000122729;IREBP1
ENSG00000122729_IRP1;ENSG00000122729;IRP1
ENSG00000100412_ACONM;ENSG00000100412;ACONM
ENSG00000100412_HEL-S-284;ENSG00000100412;HEL-S-284
ENSG00000100412_ICRD;ENSG00000100412;ICRD
ENSG00000100412_OCA8;ENSG00000100412;OCA8
ENSG00000100412_OPA9;ENSG00000100412;OPA9
ENSG00000161533_ACOX;ENSG00000161533;ACOX
ENSG00000161533_PALMCOX;ENSG00000161533;PALMCOX
ENSG00000161533_SCOX;ENSG00000161533;SCOX
ENSG00000143727_HAAP;ENSG00000143727;HAAP
ENSG00000143727_LMW-PTP;ENSG00000143727;LMW-PTP
ENSG00000143727_LMWPTP;ENSG00000143727;LMWPTP
ENSG00000134575_LAP;ENSG00000134575;LAP
ENSG00000102575_HPAP;ENSG00000102575;HPAP
ENSG00000102575_TRACP5a;ENSG00000102575;TRACP5a
ENSG00000102575_TRACP5b;ENSG00000102575;TRACP5b
ENSG00000102575_TRAP;ENSG00000102575;TRAP
ENSG00000102575_TrATPase;ENSG00000102575;TrATPase
ENSG00000014257_5'-NT;ENSG00000014257;5'-NT
ENSG00000014257_ACP-3;ENSG00000014257;ACP-3
ENSG00000014257_ACP3;ENSG00000014257;ACP3
ENSG00000134940_D11S4365;ENSG00000134940;D11S4365
ENSG00000134940_SP-10;ENSG00000134940;SP-10
ENSG00000134940_SPACA2;ENSG00000134940;SPACA2
ENSG00000143632_ACTA;ENSG00000143632;ACTA
ENSG00000143632_ASMA;ENSG00000143632;ASMA
ENSG00000143632_CFTD;ENSG00000143632;CFTD
ENSG00000143632_CFTD1;ENSG00000143632;CFTD1
ENSG00000143632_CFTDM;ENSG00000143632;CFTDM
ENSG00000143632_MPFD;ENSG00000143632;MPFD
ENSG00000143632_NEM1;ENSG00000143632;NEM1
ENSG00000143632_NEM2;ENSG00000143632;NEM2
ENSG00000143632_NEM3;ENSG00000143632;NEM3
ENSG00000143632_SHPM;ENSG00000143632;SHPM
ENSG00000107796_ACTSA;ENSG00000107796;ACTSA
ENSG00000075624_BRWS1;ENSG00000075624;BRWS1
ENSG00000075624_PS1TP5BP1;ENSG00000075624;PS1TP5BP1
ENSG00000159251_ACTC;ENSG00000159251;ACTC
ENSG00000159251_ASD5;ENSG00000159251;ASD5
ENSG00000159251_CMD1R;ENSG00000159251;CMD1R
ENSG00000159251_CMH11;ENSG00000159251;CMH11
ENSG00000159251_LVNC4;ENSG00000159251;LVNC4
ENSG00000184009_ACT;ENSG00000184009;ACT
ENSG00000184009_ACTG;ENSG00000184009;ACTG
ENSG00000184009_DFNA20;ENSG00000184009;DFNA20
ENSG00000184009_DFNA26;ENSG00000184009;DFNA26
ENSG00000184009_HEL-176;ENSG00000184009;HEL-176
ENSG00000163017_ACT;ENSG00000163017;ACT
ENSG00000163017_ACTA3;ENSG00000163017;ACTA3
ENSG00000163017_ACTE;ENSG00000163017;ACTE
ENSG00000163017_ACTL3;ENSG00000163017;ACTL3
ENSG00000163017_ACTSG;ENSG00000163017;ACTSG
ENSG00000163017_VSCM;ENSG00000163017;VSCM
ENSG00000130402_ACTININ-4;ENSG00000130402;ACTININ-4
ENSG00000130402_FSGS;ENSG00000130402;FSGS
ENSG00000130402_FSGS1;ENSG00000130402;FSGS1
ENSG00000136518_ACTL6;ENSG00000136518;ACTL6
ENSG00000136518_ARPN-BETA;ENSG00000136518;ARPN-BETA
ENSG00000136518_Arp4;ENSG00000136518;Arp4
ENSG00000136518_BAF53A;ENSG00000136518;BAF53A
ENSG00000136518_INO80K;ENSG00000136518;INO80K
ENSG00000072110_BDPLT15;ENSG00000072110;BDPLT15
ENSG00000077522_CMD1AA;ENSG00000077522;CMD1AA
ENSG00000077522_CMH23;ENSG00000077522;CMH23
ENSG00000248746_ACTN3D;ENSG00000248746;ACTN3D
ENSG00000115170_ACTRI;ENSG00000115170;ACTRI
ENSG00000115170_ACVR1A;ENSG00000115170;ACVR1A
ENSG00000115170_ACVRLK2;ENSG00000115170;ACVRLK2
ENSG00000115170_ALK2;ENSG00000115170;ALK2
ENSG00000115170_FOP;ENSG00000115170;FOP
ENSG00000115170_SKR1;ENSG00000115170;SKR1
ENSG00000115170_TSRI;ENSG00000115170;TSRI
ENSG00000135503_ACTRIB;ENSG00000135503;ACTRIB
ENSG00000135503_ACVRLK4;ENSG00000135503;ACVRLK4
ENSG00000135503_ALK4;ENSG00000135503;ALK4
ENSG00000135503_SKR2;ENSG00000135503;SKR2
ENSG00000121989_ACTRII;ENSG00000121989;ACTRII
ENSG00000121989_ACVR2;ENSG00000121989;ACVR2
ENSG00000114739_ACTRIIB;ENSG00000114739;ACTRIIB
ENSG00000114739_ActR-IIB;ENSG00000114739;ActR-IIB
ENSG00000114739_HTX4;ENSG00000114739;HTX4
ENSG00000139567_ACVRLK1;ENSG00000139567;ACVRLK1
ENSG00000139567_ALK-1;ENSG00000139567;ALK-1
ENSG00000139567_ALK1;ENSG00000139567;ALK1
ENSG00000139567_HHT;ENSG00000139567;HHT
ENSG00000139567_HHT2;ENSG00000139567;HHT2
ENSG00000139567_ORW2;ENSG00000139567;ORW2
ENSG00000139567_SKR3;ENSG00000139567;SKR3
ENSG00000139567_TSR-I;ENSG00000139567;TSR-I
ENSG00000243989_ACY-1;ENSG00000243989;ACY-1
ENSG00000243989_ACY1D;ENSG00000243989;ACY1D
ENSG00000243989_HEL-S-5;ENSG00000243989;HEL-S-5
ENSG00000119640_ACYPE;ENSG00000119640;ACYPE
ENSG00000170634_ACYM;ENSG00000170634;ACYM
ENSG00000170634_ACYP;ENSG00000170634;ACYP
ENSG00000151651_CD156;ENSG00000151651;CD156
ENSG00000151651_CD156a;ENSG00000151651;CD156a
ENSG00000151651_MS2;ENSG00000151651;MS2
ENSG00000137845_AD10;ENSG00000137845;AD10
ENSG00000137845_AD18;ENSG00000137845;AD18
ENSG00000137845_CD156c;ENSG00000137845;CD156c
ENSG00000137845_CDw156;ENSG00000137845;CDw156
ENSG00000137845_HsT18717;ENSG00000137845;HsT18717
ENSG00000137845_MADM;ENSG00000137845;MADM
ENSG00000137845_RAK;ENSG00000137845;RAK
ENSG00000137845_kuz;ENSG00000137845;kuz
ENSG00000160710_ADAR1;ENSG00000160710;ADAR1
ENSG00000160710_AGS6;ENSG00000160710;AGS6
ENSG00000160710_DRADA;ENSG00000160710;DRADA
ENSG00000160710_DSH;ENSG00000160710;DSH
ENSG00000160710_DSRAD;ENSG00000160710;DSRAD
ENSG00000160710_G1P1;ENSG00000160710;G1P1
ENSG00000160710_IFI-4;ENSG00000160710;IFI-4
ENSG00000160710_IFI4;ENSG00000160710;IFI4
ENSG00000160710_K88DSRBP;ENSG00000160710;K88DSRBP
ENSG00000160710_P136;ENSG00000160710;P136
ENSG00000197381_ADAR2;ENSG00000197381;ADAR2
ENSG00000197381_DRABA2;ENSG00000197381;DRABA2
ENSG00000197381_DRADA2;ENSG00000197381;DRADA2
ENSG00000197381_RED1;ENSG00000197381;RED1
ENSG00000185736_ADAR3;ENSG00000185736;ADAR3
ENSG00000185736_RED2;ENSG00000185736;RED2
ENSG00000164742_AC1;ENSG00000164742;AC1
ENSG00000164742_DFNB44;ENSG00000164742;DFNB44
ENSG00000078295_AC2;ENSG00000078295;AC2
ENSG00000078295_HBAC2;ENSG00000078295;HBAC2
ENSG00000138031_AC-III;ENSG00000138031;AC-III
ENSG00000138031_AC3;ENSG00000138031;AC3
ENSG00000173175_AC5;ENSG00000173175;AC5
ENSG00000173175_FDFM;ENSG00000173175;FDFM
ENSG00000174233_AC6;ENSG00000174233;AC6
ENSG00000174233_LCCS8;ENSG00000174233;LCCS8
ENSG00000121281_AC7;ENSG00000121281;AC7
ENSG00000155897_AC8;ENSG00000155897;AC8
ENSG00000155897_ADCY3;ENSG00000155897;ADCY3
ENSG00000155897_HBAC1;ENSG00000155897;HBAC1
ENSG00000162104_AC9;ENSG00000162104;AC9
ENSG00000162104_ACIX;ENSG00000162104;ACIX
ENSG00000141433_PACAP;ENSG00000141433;PACAP
ENSG00000078549_PAC1;ENSG00000078549;PAC1
ENSG00000078549_PAC1R;ENSG00000078549;PAC1R
ENSG00000078549_PACAPR;ENSG00000078549;PACAPR
ENSG00000078549_PACAPRI;ENSG00000078549;PACAPRI
ENSG00000087274_ADDA;ENSG00000087274;ADDA
ENSG00000075340_ADDB;ENSG00000075340;ADDB
ENSG00000148700_ADDL;ENSG00000148700;ADDL
ENSG00000148700_CPSQ3;ENSG00000148700;CPSQ3
ENSG00000147872_ADFP;ENSG00000147872;ADFP
ENSG00000147872_ADRP;ENSG00000147872;ADRP
ENSG00000187758_ADH1;ENSG00000187758;ADH1
ENSG00000196616_ADH2;ENSG00000196616;ADH2
ENSG00000196616_HEL-S-117;ENSG00000196616;HEL-S-117
ENSG00000248144_ADH3;ENSG00000248144;ADH3
ENSG00000198099_ADH-2;ENSG00000198099;ADH-2
ENSG00000198099_HEL-S-4;ENSG00000198099;HEL-S-4
ENSG00000197894_ADH-3;ENSG00000197894;ADH-3
ENSG00000197894_ADHX;ENSG00000197894;ADHX
ENSG00000197894_FALDH;ENSG00000197894;FALDH
ENSG00000197894_FDH;ENSG00000197894;FDH
ENSG00000197894_GSH-FDH;ENSG00000197894;GSH-FDH
ENSG00000197894_GSNOR;ENSG00000197894;GSNOR
ENSG00000197894_HEL-S-60p;ENSG00000197894;HEL-S-60p
ENSG00000172955_ADH-5;ENSG00000172955;ADH-5
ENSG00000196344_ADH4;ENSG00000196344;ADH4
ENSG00000156110_AK;ENSG00000156110;AK
ENSG00000148926_AM;ENSG00000148926;AM
ENSG00000148926_PAMP;ENSG00000148926;PAMP
ENSG00000163485_RDC7;ENSG00000163485;RDC7
ENSG00000128271_A2aR;ENSG00000128271;A2aR
ENSG00000128271_ADORA2;ENSG00000128271;ADORA2
ENSG00000128271_RDC8;ENSG00000128271;RDC8
ENSG00000170425_ADORA2;ENSG00000170425;ADORA2
ENSG00000282608_A3AR;ENSG00000282608;A3AR
ENSG00000144843_ARH1;ENSG00000144843;ARH1
ENSG00000143799_ADPRT;ENSG00000143799;ADPRT
ENSG00000143799_ADPRT 1;ENSG00000143799;ADPRT 1
ENSG00000143799_ADPRT1;ENSG00000143799;ADPRT1
ENSG00000143799_ARTD1;ENSG00000143799;ARTD1
ENSG00000143799_PARP;ENSG00000143799;PARP
ENSG00000143799_PARP-1;ENSG00000143799;PARP-1
ENSG00000143799_PPOL;ENSG00000143799;PPOL
ENSG00000143799_pADPRT-1;ENSG00000143799;pADPRT-1
ENSG00000102699_ADPRTL1;ENSG00000102699;ADPRTL1
ENSG00000102699_ARTD4;ENSG00000102699;ARTD4
ENSG00000102699_PARP-4;ENSG00000102699;PARP-4
ENSG00000102699_PARPL;ENSG00000102699;PARPL
ENSG00000102699_PH5P;ENSG00000102699;PH5P
ENSG00000102699_VAULT3;ENSG00000102699;VAULT3
ENSG00000102699_VPARP;ENSG00000102699;VPARP
ENSG00000102699_VWA5C;ENSG00000102699;VWA5C
ENSG00000102699_p193;ENSG00000102699;p193
ENSG00000171873_ADRA1;ENSG00000171873;ADRA1
ENSG00000171873_ADRA1A;ENSG00000171873;ADRA1A
ENSG00000171873_ADRA1R;ENSG00000171873;ADRA1R
ENSG00000171873_ALPHA1;ENSG00000171873;ALPHA1
ENSG00000171873_DAR;ENSG00000171873;DAR
ENSG00000171873_dJ779E11.2;ENSG00000171873;dJ779E11.2
ENSG00000170214_ADRA1;ENSG00000170214;ADRA1
ENSG00000170214_ALPHA1BAR;ENSG00000170214;ALPHA1BAR
ENSG00000120907_ADRA1C;ENSG00000120907;ADRA1C
ENSG00000120907_ADRA1L1;ENSG00000120907;ADRA1L1
ENSG00000120907_ALPHA1AAR;ENSG00000120907;ALPHA1AAR
ENSG00000150594_ADRA2;ENSG00000150594;ADRA2
ENSG00000150594_ADRA2R;ENSG00000150594;ADRA2R
ENSG00000150594_ADRAR;ENSG00000150594;ADRAR
ENSG00000150594_ALPHA2AAR;ENSG00000150594;ALPHA2AAR
ENSG00000150594_ZNF32;ENSG00000150594;ZNF32
ENSG00000274286_ADRA2L1;ENSG00000274286;ADRA2L1
ENSG00000274286_ADRA2RL1;ENSG00000274286;ADRA2RL1
ENSG00000274286_ADRARL1;ENSG00000274286;ADRARL1
ENSG00000274286_ALPHA2BAR;ENSG00000274286;ALPHA2BAR
ENSG00000274286_FAME2;ENSG00000274286;FAME2
ENSG00000274286_alpha-2BAR;ENSG00000274286;alpha-2BAR
ENSG00000184160_ADRA2L2;ENSG00000184160;ADRA2L2
ENSG00000184160_ADRA2RL2;ENSG00000184160;ADRA2RL2
ENSG00000184160_ADRARL2;ENSG00000184160;ADRARL2
ENSG00000184160_ALPHA2CAR;ENSG00000184160;ALPHA2CAR
ENSG00000043591_ADRB1R;ENSG00000043591;ADRB1R
ENSG00000043591_B1AR;ENSG00000043591;B1AR
ENSG00000043591_BETA1AR;ENSG00000043591;BETA1AR
ENSG00000043591_RHR;ENSG00000043591;RHR
ENSG00000169252_ADRB2R;ENSG00000169252;ADRB2R
ENSG00000169252_ADRBR;ENSG00000169252;ADRBR
ENSG00000169252_B2AR;ENSG00000169252;B2AR
ENSG00000169252_BAR;ENSG00000169252;BAR
ENSG00000169252_BETA2AR;ENSG00000169252;BETA2AR
ENSG00000188778_BETA3AR;ENSG00000188778;BETA3AR
ENSG00000173020_ADRBK1;ENSG00000173020;ADRBK1
ENSG00000173020_BARK1;ENSG00000173020;BARK1
ENSG00000173020_BETA-ARK1;ENSG00000173020;BETA-ARK1
ENSG00000100077_ADRBK2;ENSG00000100077;ADRBK2
ENSG00000100077_BARK2;ENSG00000100077;BARK2
ENSG00000239900_AMPS;ENSG00000239900;AMPS
ENSG00000239900_ASASE;ENSG00000239900;ASASE
ENSG00000239900_ASL;ENSG00000239900;ASL
ENSG00000035687_ADEH;ENSG00000035687;ADEH
ENSG00000035687_ADSS 2;ENSG00000035687;ADSS 2
ENSG00000196961_ADTAA;ENSG00000196961;ADTAA
ENSG00000196961_AP2-ALPHA;ENSG00000196961;AP2-ALPHA
ENSG00000196961_CLAPA1;ENSG00000196961;CLAPA1
ENSG00000183020_ADTAB;ENSG00000183020;ADTAB
ENSG00000183020_CLAPA2;ENSG00000183020;CLAPA2
ENSG00000183020_HIP-9;ENSG00000183020;HIP-9
ENSG00000183020_HIP9;ENSG00000183020;HIP9
ENSG00000183020_HYPJ;ENSG00000183020;HYPJ
ENSG00000100280_ADTB1;ENSG00000100280;ADTB1
ENSG00000100280_AP105A;ENSG00000100280;AP105A
ENSG00000100280_BAM22;ENSG00000100280;BAM22
ENSG00000100280_CLAPB2;ENSG00000100280;CLAPB2
ENSG00000006125_ADTB2;ENSG00000006125;ADTB2
ENSG00000006125_AP105B;ENSG00000006125;AP105B
ENSG00000006125_AP2-BETA;ENSG00000006125;AP2-BETA
ENSG00000006125_CLAPB1;ENSG00000006125;CLAPB1
ENSG00000166747_ADTG;ENSG00000166747;ADTG
ENSG00000166747_CLAPG1;ENSG00000166747;CLAPG1
ENSG00000106624_ACLP;ENSG00000106624;ACLP
ENSG00000104964_AES-1;ENSG00000104964;AES-1
ENSG00000104964_AES-2;ENSG00000104964;AES-2
ENSG00000104964_ESP1;ENSG00000104964;ESP1
ENSG00000104964_GRG;ENSG00000104964;GRG
ENSG00000104964_GRG5;ENSG00000104964;GRG5
ENSG00000104964_Grg-5;ENSG00000104964;Grg-5
ENSG00000104964_TLE5;ENSG00000104964;TLE5
ENSG00000124812_AEGL1;ENSG00000124812;AEGL1
ENSG00000124812_ARP;ENSG00000124812;ARP
ENSG00000124812_CRISP-1;ENSG00000124812;CRISP-1
ENSG00000124812_HEL-S-57;ENSG00000124812;HEL-S-57
ENSG00000124812_HSCRISP1D;ENSG00000124812;HSCRISP1D
ENSG00000124812_HSCRISP1G;ENSG00000124812;HSCRISP1G
ENSG00000124812_HUMARP;ENSG00000124812;HUMARP
ENSG00000223959_AFG3;ENSG00000223959;AFG3
ENSG00000223959_AFG3L1;ENSG00000223959;AFG3L1
ENSG00000079557_ALB2;ENSG00000079557;ALB2
ENSG00000079557_ALBA;ENSG00000079557;ALBA
ENSG00000079557_ALF;ENSG00000079557;ALF
ENSG00000081051_AFPD;ENSG00000081051;AFPD
ENSG00000081051_FETA;ENSG00000081051;FETA
ENSG00000081051_HPAFP;ENSG00000081051;HPAFP
ENSG00000038002_AGU;ENSG00000038002;AGU
ENSG00000038002_ASRG;ENSG00000038002;ASRG
ENSG00000038002_GA;ENSG00000038002;GA
ENSG00000157766_AGC1;ENSG00000157766;AGC1
ENSG00000157766_AGCAN;ENSG00000157766;AGCAN
ENSG00000157766_CSPG1;ENSG00000157766;CSPG1
ENSG00000157766_CSPGCP;ENSG00000157766;CSPGCP
ENSG00000157766_MSK16;ENSG00000157766;MSK16
ENSG00000157766_SEDK;ENSG00000157766;SEDK
ENSG00000157766_SSOAOD;ENSG00000157766;SSOAOD
ENSG00000204305_RAGE;ENSG00000204305;RAGE
ENSG00000204305_SCARJ1;ENSG00000204305;SCARJ1
ENSG00000162688_GDE;ENSG00000162688;GDE
ENSG00000159723_AGRT;ENSG00000159723;AGRT
ENSG00000159723_ART;ENSG00000159723;ART
ENSG00000159723_ASIP2;ENSG00000159723;ASIP2
ENSG00000101384_AGS;ENSG00000101384;AGS
ENSG00000101384_AGS1;ENSG00000101384;AGS1
ENSG00000101384_AHD;ENSG00000101384;AHD
ENSG00000101384_AWS;ENSG00000101384;AWS
ENSG00000101384_CD339;ENSG00000101384;CD339
ENSG00000101384_HJ1;ENSG00000101384;HJ1
ENSG00000101384_JAGL1;ENSG00000101384;JAGL1
ENSG00000135744_ANHU;ENSG00000135744;ANHU
ENSG00000135744_SERPINA8;ENSG00000135744;SERPINA8
ENSG00000135744_hFLT1;ENSG00000135744;hFLT1
ENSG00000144891_AG2S;ENSG00000144891;AG2S
ENSG00000144891_AGTR1B;ENSG00000144891;AGTR1B
ENSG00000144891_AT1;ENSG00000144891;AT1
ENSG00000144891_AT1AR;ENSG00000144891;AT1AR
ENSG00000144891_AT1B;ENSG00000144891;AT1B
ENSG00000144891_AT1BR;ENSG00000144891;AT1BR
ENSG00000144891_AT1R;ENSG00000144891;AT1R
ENSG00000144891_AT2R1;ENSG00000144891;AT2R1
ENSG00000144891_HAT1R;ENSG00000144891;HAT1R
ENSG00000180772_AT2;ENSG00000180772;AT2
ENSG00000180772_ATGR2;ENSG00000180772;ATGR2
ENSG00000180772_MRX88;ENSG00000180772;MRX88
ENSG00000134817_AGTRL1;ENSG00000134817;AGTRL1
ENSG00000134817_APJ;ENSG00000134817;APJ
ENSG00000134817_APJR;ENSG00000134817;APJR
ENSG00000134817_HG11;ENSG00000134817;HG11
ENSG00000172482_AGT;ENSG00000172482;AGT
ENSG00000172482_AGT1;ENSG00000172482;AGT1
ENSG00000172482_AGXT1;ENSG00000172482;AGXT1
ENSG00000172482_PH1;ENSG00000172482;PH1
ENSG00000172482_SPAT;ENSG00000172482;SPAT
ENSG00000172482_SPT;ENSG00000172482;SPT
ENSG00000172482_TLH6;ENSG00000172482;TLH6
ENSG00000169297_AHC;ENSG00000169297;AHC
ENSG00000169297_AHCH;ENSG00000169297;AHCH
ENSG00000169297_AHX;ENSG00000169297;AHX
ENSG00000169297_DAX-1;ENSG00000169297;DAX-1
ENSG00000169297_DAX1;ENSG00000169297;DAX1
ENSG00000169297_DSS;ENSG00000169297;DSS
ENSG00000169297_GTD;ENSG00000169297;GTD
ENSG00000169297_HHG;ENSG00000169297;HHG
ENSG00000169297_NROB1;ENSG00000169297;NROB1
ENSG00000169297_SRXY2;ENSG00000169297;SRXY2
ENSG00000101444_SAHH;ENSG00000101444;SAHH
ENSG00000101444_adoHcyase;ENSG00000101444;adoHcyase
ENSG00000106546_bHLHe76;ENSG00000106546;bHLHe76
ENSG00000145192_A2HS;ENSG00000145192;A2HS
ENSG00000145192_AHS;ENSG00000145192;AHS
ENSG00000145192_FETUA;ENSG00000145192;FETUA
ENSG00000145192_HSGA;ENSG00000145192;HSGA
ENSG00000204472_AIF-1;ENSG00000204472;AIF-1
ENSG00000204472_IBA1;ENSG00000204472;IBA1
ENSG00000204472_IRT-1;ENSG00000204472;IRT-1
ENSG00000204472_IRT1;ENSG00000204472;IRT1
ENSG00000112297_AIM1;ENSG00000112297;AIM1
ENSG00000112297_ST4;ENSG00000112297;ST4
ENSG00000106992_HTL-S-58j;ENSG00000106992;HTL-S-58j
ENSG00000004455_ADK2;ENSG00000004455;ADK2
ENSG00000162433_AK 4;ENSG00000162433;AK 4
ENSG00000162433_AK3;ENSG00000162433;AK3
ENSG00000162433_AK3L1;ENSG00000162433;AK3L1
