id_genesynonym;id_ENSEMBL;name_genesynonym
ENSG00000216075_MIRN890;ENSG00000216075;MIRN890
ENSG00000216075_hsa-mir-890;ENSG00000216075;hsa-mir-890
ENSG00000216064_MIRN891B;ENSG00000216064;MIRN891B
ENSG00000216005_MIRN888;ENSG00000216005;MIRN888
ENSG00000216005_hsa-mir-888;ENSG00000216005;hsa-mir-888
ENSG00000216098_MIRN892B;ENSG00000216098;MIRN892B
ENSG00000216179_MIRN541;ENSG00000216179;MIRN541
ENSG00000216179_hsa-mir-541;ENSG00000216179;hsa-mir-541
ENSG00000216179_mir-541;ENSG00000216179;mir-541
ENSG00000216069_MIRN875;ENSG00000216069;MIRN875
ENSG00000216069_hsa-mir-875;ENSG00000216069;hsa-mir-875
ENSG00000215966_MIRN876;ENSG00000215966;MIRN876
ENSG00000215966_hsa-mir-876;ENSG00000215966;hsa-mir-876
ENSG00000215966_mir-876;ENSG00000215966;mir-876
ENSG00000284386_MIRN147B;ENSG00000284386;MIRN147B
ENSG00000284386_mir-147b;ENSG00000284386;mir-147b
ENSG00000266297_MIRN744;ENSG00000266297;MIRN744
ENSG00000266297_hsa-mir-744;ENSG00000266297;hsa-mir-744
ENSG00000266297_mir-744;ENSG00000266297;mir-744
ENSG00000216101_MIRN877;ENSG00000216101;MIRN877
ENSG00000216101_hsa-mir-877;ENSG00000216101;hsa-mir-877
ENSG00000216101_miRNA877;ENSG00000216101;miRNA877
ENSG00000216101_mir-877;ENSG00000216101;mir-877
ENSG00000283159_MIRN665;ENSG00000283159;MIRN665
ENSG00000283159_hsa-mir-665;ENSG00000283159;hsa-mir-665
ENSG00000283159_mir-665;ENSG00000283159;mir-665
ENSG00000215939_MIRN873;ENSG00000215939;MIRN873
ENSG00000215939_hsa-mir-873;ENSG00000215939;hsa-mir-873
ENSG00000215939_mir-873;ENSG00000215939;mir-873
ENSG00000212027_MIRN374B;ENSG00000212027;MIRN374B
ENSG00000212027_mir-374b;ENSG00000212027;mir-374b
ENSG00000212102_MIRN301B;ENSG00000212102;MIRN301B
ENSG00000212102_mir-301b;ENSG00000212102;mir-301b
ENSG00000211520_MIRN216B;ENSG00000211520;MIRN216B
ENSG00000211520_mir-216b;ENSG00000211520;mir-216b
ENSG00000216192_MIRN920;ENSG00000216192;MIRN920
ENSG00000216192_hsa-mir-920;ENSG00000216192;hsa-mir-920
ENSG00000284146_MIRN922;ENSG00000284146;MIRN922
ENSG00000284146_hsa-mir-922;ENSG00000284146;hsa-mir-922
ENSG00000283615_MIRN924;ENSG00000283615;MIRN924
ENSG00000283615_hsa-mir-924;ENSG00000283615;hsa-mir-924
ENSG00000216060_MIRN934;ENSG00000216060;MIRN934
ENSG00000216060_hsa-mir-934;ENSG00000216060;hsa-mir-934
ENSG00000216060_mir-934;ENSG00000216060;mir-934
ENSG00000284583_MIRN935;ENSG00000284583;MIRN935
ENSG00000284583_hsa-mir-935;ENSG00000284583;hsa-mir-935
ENSG00000284583_mir-935;ENSG00000284583;mir-935
ENSG00000283788_MIRN936;ENSG00000283788;MIRN936
ENSG00000283788_hsa-mir-936;ENSG00000283788;hsa-mir-936
ENSG00000216035_MIRN938;ENSG00000216035;MIRN938
ENSG00000216035_hsa-mir-938;ENSG00000216035;hsa-mir-938
ENSG00000284346_MIRN940;ENSG00000284346;MIRN940
ENSG00000284346_hsa-mir-940;ENSG00000284346;hsa-mir-940
ENSG00000284346_mir-940;ENSG00000284346;mir-940
ENSG00000283206_MIRN941-1;ENSG00000283206;MIRN941-1
ENSG00000283206_mir-941-1;ENSG00000283206;mir-941-1
ENSG00000216195_MIRN941-4;ENSG00000216195;MIRN941-4
ENSG00000215930_MIRN942;ENSG00000215930;MIRN942
ENSG00000215930_hsa-mir-942;ENSG00000215930;hsa-mir-942
ENSG00000215930_mir-942;ENSG00000215930;mir-942
ENSG00000284587_MIRN943;ENSG00000284587;MIRN943
ENSG00000284587_hsa-mir-943;ENSG00000284587;hsa-mir-943
ENSG00000211997_MIRN708;ENSG00000211997;MIRN708
ENSG00000211997_hsa-mir-708;ENSG00000211997;hsa-mir-708
ENSG00000216135_MIRN885;ENSG00000216135;MIRN885
ENSG00000216135_hsa-mir-885;ENSG00000216135;hsa-mir-885
ENSG00000216135_mir-885;ENSG00000216135;mir-885
ENSG00000212040_MIRN543;ENSG00000212040;MIRN543
ENSG00000212040_hsa-mir-543;ENSG00000212040;hsa-mir-543
ENSG00000212040_mir-543;ENSG00000212040;mir-543
ENSG00000215991_MIRN208B;ENSG00000215991;MIRN208B
ENSG00000215991_mir-208b;ENSG00000215991;mir-208b
ENSG00000212014_MIRN509-3;ENSG00000212014;MIRN509-3
ENSG00000212014_mir-509-3;ENSG00000212014;mir-509-3
ENSG00000284224_MIRN937;ENSG00000284224;MIRN937
ENSG00000284224_hsa-mir-937;ENSG00000284224;hsa-mir-937
ENSG00000284224_mir-937;ENSG00000284224;mir-937
ENSG00000216141_MIRN941-2;ENSG00000216141;MIRN941-2
ENSG00000216058_MIRN944;ENSG00000216058;MIRN944
ENSG00000216058_hsa-mir-944;ENSG00000216058;hsa-mir-944
ENSG00000216058_mir-944;ENSG00000216058;mir-944
ENSG00000216056_MIRN891A;ENSG00000216056;MIRN891A
ENSG00000215943_MIRN892A;ENSG00000215943;MIRN892A
ENSG00000216009_MIRN874;ENSG00000216009;MIRN874
ENSG00000216009_hsa-mir-874;ENSG00000216009;hsa-mir-874
ENSG00000216009_mir-874;ENSG00000216009;mir-874
ENSG00000216099_MIRN889;ENSG00000216099;MIRN889
ENSG00000216099_hsa-mir-889;ENSG00000216099;hsa-mir-889
ENSG00000216099_mir-889;ENSG00000216099;mir-889
ENSG00000215938_MIRN190B;ENSG00000215938;MIRN190B
ENSG00000215938_mir-190b;ENSG00000215938;mir-190b
ENSG00000216077_MIRN887;ENSG00000216077;MIRN887
ENSG00000216077_hsa-mir-887;ENSG00000216077;hsa-mir-887
ENSG00000211575_MIRN760;ENSG00000211575;MIRN760
ENSG00000211575_hsa-mir-760;ENSG00000211575;hsa-mir-760
ENSG00000211575_mir-760;ENSG00000211575;mir-760
ENSG00000215952_MIRN921;ENSG00000215952;MIRN921
ENSG00000215952_hsa-mir-921;ENSG00000215952;hsa-mir-921
ENSG00000215973_MIRN933;ENSG00000215973;MIRN933
ENSG00000215973_hsa-mir-933;ENSG00000215973;hsa-mir-933
ENSG00000215973_mir-933;ENSG00000215973;mir-933
ENSG00000284310_MIRN939;ENSG00000284310;MIRN939
ENSG00000284310_hsa-mir-939;ENSG00000284310;hsa-mir-939
ENSG00000284310_mir-939;ENSG00000284310;mir-939
ENSG00000283513_MIRN941-3;ENSG00000283513;MIRN941-3
ENSG00000215961_MIRN297;ENSG00000215961;MIRN297
ENSG00000215961_hsa-mir-297;ENSG00000215961;hsa-mir-297
ENSG00000199130_MIR365-1;ENSG00000199130;MIR365-1
ENSG00000199130_MIRN365-1;ENSG00000199130;MIRN365-1
ENSG00000199130_hsa-mir-365a;ENSG00000199130;hsa-mir-365a
ENSG00000199130_mir-365a;ENSG00000199130;mir-365a
ENSG00000283978_MIR365-2;ENSG00000283978;MIR365-2
ENSG00000283978_MIRN365-2;ENSG00000283978;MIRN365-2
ENSG00000283978_hsa-mir-365b;ENSG00000283978;hsa-mir-365b
ENSG00000283978_mir-365b;ENSG00000283978;mir-365b
ENSG00000235947_EGO;ENSG00000235947;EGO
ENSG00000235947_NCRNA00190;ENSG00000235947;NCRNA00190
ENSG00000240288_GHRL-AS1;ENSG00000240288;GHRL-AS1
ENSG00000240288_GHRLAS;ENSG00000240288;GHRLAS
ENSG00000240288_NCRNA00068;ENSG00000240288;NCRNA00068
ENSG00000269364_XLOC_013014;ENSG00000269364;XLOC_013014
ENSG00000166770_MORT;ENSG00000166770;MORT
ENSG00000220575_HTR5AOS;ENSG00000220575;HTR5AOS
ENSG00000173626_BET3L;ENSG00000173626;BET3L
ENSG00000173626_bA259P20.2;ENSG00000173626;bA259P20.2
ENSG00000203499_onco-lncRNA-3;ENSG00000203499;onco-lncRNA-3
ENSG00000225684_C9orf110;ENSG00000225684;C9orf110
ENSG00000225684_LINC00256B;ENSG00000225684;LINC00256B
ENSG00000225684_NCRNA00256B;ENSG00000225684;NCRNA00256B
ENSG00000225932_cTAGE-4;ENSG00000225932;cTAGE-4
ENSG00000175611_C9orf130;ENSG00000175611;C9orf130
ENSG00000175611_NAG11;ENSG00000175611;NAG11
ENSG00000175611_NAG12;ENSG00000175611;NAG12
ENSG00000261373_MYU;ENSG00000261373;MYU
ENSG00000215374_FAM66E;ENSG00000215374;FAM66E
ENSG00000266010_BM742401;ENSG00000266010;BM742401
ENSG00000266010_locus5689;ENSG00000266010;locus5689
ENSG00000179627_LCCS6;ENSG00000179627;LCCS6
ENSG00000179627_ZNF925;ENSG00000179627;ZNF925
ENSG00000205632_WI2-81516E3.1;ENSG00000205632;WI2-81516E3.1
ENSG00000235016_RBM5-AS1;ENSG00000235016;RBM5-AS1
ENSG00000186615_C14orf33;ENSG00000186615;C14orf33
ENSG00000186615_MYCLo-3;ENSG00000186615;MYCLo-3
ENSG00000224440_CXorf51;ENSG00000224440;CXorf51
ENSG00000235453_C9orf133;ENSG00000235453;C9orf133
ENSG00000235453_TOPORS-AS1;ENSG00000235453;TOPORS-AS1
ENSG00000198854_LEP7;ENSG00000198854;LEP7
ENSG00000198854_XP32;ENSG00000198854;XP32
ENSG00000229694_C9orf73;ENSG00000229694;C9orf73
ENSG00000205549_Em:AL513424.1;ENSG00000205549;Em:AL513424.1
ENSG00000275520_DMRTC1-AS1;ENSG00000275520;DMRTC1-AS1
ENSG00000275520_LINC00684;ENSG00000275520;LINC00684
ENSG00000228459_CXorf28;ENSG00000228459;CXorf28
ENSG00000225526_C3orf83;ENSG00000225526;C3orf83
ENSG00000225526_MKRN2-AS1;ENSG00000225526;MKRN2-AS1
ENSG00000234420_KOX21;ENSG00000234420;KOX21
ENSG00000234420_ZNF37B;ENSG00000234420;ZNF37B
ENSG00000224107_LINC00633;ENSG00000224107;LINC00633
ENSG00000261787_TCF-24;ENSG00000261787;TCF-24
ENSG00000261787_bHLHa25;ENSG00000261787;bHLHa25
ENSG00000205442_C9orf134;ENSG00000205442;C9orf134
ENSG00000205442_bA20A20.1;ENSG00000205442;bA20A20.1
ENSG00000275549_C9orf173-AS1;ENSG00000275549;C9orf173-AS1
ENSG00000198865_CH5400;ENSG00000198865;CH5400
ENSG00000237440_ZNF102;ENSG00000237440;ZNF102
ENSG00000187791_FAM205CP;ENSG00000187791;FAM205CP
ENSG00000222019_URAH;ENSG00000222019;URAH
ENSG00000254377_LINC00966;ENSG00000254377;LINC00966
ENSG00000228237_KIAA0494-AS1;ENSG00000228237;KIAA0494-AS1
ENSG00000215115_CXorf49B;ENSG00000215115;CXorf49B
ENSG00000237438_CYCL;ENSG00000237438;CYCL
ENSG00000237438_SAHL1;ENSG00000237438;SAHL1
ENSG00000265944_C18orf64;ENSG00000265944;C18orf64
ENSG00000284690_CD300Hs;ENSG00000284690;CD300Hs
ENSG00000183631_CXorf64;ENSG00000183631;CXorf64
ENSG00000185837_CECR4;ENSG00000185837;CECR4
ENSG00000185837_CECR5-AS1;ENSG00000185837;CECR5-AS1
ENSG00000185837_NCRNA00017;ENSG00000185837;NCRNA00017
ENSG00000186105_SLRN;ENSG00000186105;SLRN
ENSG00000255737_PUNISHER;ENSG00000255737;PUNISHER
ENSG00000231274_SGK110;ENSG00000231274;SGK110
ENSG00000204528_NCRNA00196;ENSG00000204528;NCRNA00196
ENSG00000259120_C17orf110;ENSG00000259120;C17orf110
ENSG00000259120_ELN;ENSG00000259120;ELN
ENSG00000205078_MRP2;ENSG00000205078;MRP2
ENSG00000164500_C7orf72;ENSG00000164500;C7orf72
ENSG00000205903_MZF-3;ENSG00000205903;MZF-3
ENSG00000188334_BSP1;ENSG00000188334;BSP1
ENSG00000188334_ELSPBP2;ENSG00000188334;ELSPBP2
ENSG00000215845_KAT;ENSG00000215845;KAT
ENSG00000215845_TST;ENSG00000215845;TST
ENSG00000228544_KIAA1984-AS1;ENSG00000228544;KIAA1984-AS1
ENSG00000220749_RPL21_8_160;ENSG00000220749;RPL21_8_160
ENSG00000189362_TMEM194B;ENSG00000189362;TMEM194B
ENSG00000237149_C10orf41;ENSG00000237149;C10orf41
ENSG00000237149_NCRNA00245;ENSG00000237149;NCRNA00245
ENSG00000217236_ZNF990;ENSG00000217236;ZNF990
ENSG00000204345_CD300D;ENSG00000204345;CD300D
ENSG00000204345_CLM-4;ENSG00000204345;CLM-4
ENSG00000204345_CMRF35-A4;ENSG00000204345;CMRF35-A4
ENSG00000204345_CMRF35A4;ENSG00000204345;CMRF35A4
ENSG00000231784_ELP2P;ENSG00000231784;ELP2P
ENSG00000214145_HEIRCC;ENSG00000214145;HEIRCC
ENSG00000204949_HCCC11;ENSG00000204949;HCCC11
ENSG00000204949_HCCC11_v1;ENSG00000204949;HCCC11_v1
ENSG00000204949_HCCC11_v2;ENSG00000204949;HCCC11_v2
ENSG00000196440_CXorf35;ENSG00000196440;CXorf35
ENSG00000196440_GASP4;ENSG00000196440;GASP4
ENSG00000229833_C19orf79;ENSG00000229833;C19orf79
ENSG00000231028_C6orf217;ENSG00000231028;C6orf217
ENSG00000231028_NCRNA00271;ENSG00000231028;NCRNA00271
ENSG00000227124_X17;ENSG00000227124;X17
ENSG00000227124_ZNF838;ENSG00000227124;ZNF838
ENSG00000204767_C5orf57;ENSG00000204767;C5orf57
ENSG00000232263_KAP25.1;ENSG00000232263;KAP25.1
ENSG00000180139_ZXF1;ENSG00000180139;ZXF1
ENSG00000180139_uc001kfo.1;ENSG00000180139;uc001kfo.1
ENSG00000231439_NCRNA00286A;ENSG00000231439;NCRNA00286A
ENSG00000188681_MAFIPL;ENSG00000188681;MAFIPL
ENSG00000188681_TEKT4P;ENSG00000188681;TEKT4P
ENSG00000131797_C16orf67;ENSG00000131797;C16orf67
ENSG00000131797_KIAA0664L3;ENSG00000131797;KIAA0664L3
ENSG00000131797_KIAA0664P3;ENSG00000131797;KIAA0664P3
ENSG00000131797_URLC3;ENSG00000131797;URLC3
ENSG00000212722_KAP4.9;ENSG00000212722;KAP4.9
ENSG00000227488_GAGE-12B;ENSG00000227488;GAGE-12B
ENSG00000271425_AB6;ENSG00000271425;AB6
ENSG00000271425_AG1;ENSG00000271425;AG1
ENSG00000271425_NBPF9;ENSG00000271425;NBPF9
ENSG00000265531_CD64c;ENSG00000265531;CD64c
ENSG00000265531_FCGR1C;ENSG00000265531;FCGR1C
ENSG00000265531_FCRIC;ENSG00000265531;FCRIC
ENSG00000265531_IGFR1;ENSG00000265531;IGFR1
ENSG00000265531_IGFRC;ENSG00000265531;IGFRC
ENSG00000185758_CLDN21;ENSG00000185758;CLDN21
ENSG00000240871_KAP4.7;ENSG00000240871;KAP4.7
ENSG00000240871_KRTAP4.7;ENSG00000240871;KRTAP4.7
ENSG00000214106_PAXIP1OS;ENSG00000214106;PAXIP1OS
ENSG00000214081_C2orf14;ENSG00000214081;C2orf14
ENSG00000145642_FAM159B;ENSG00000145642;FAM159B
ENSG00000154537_FAM27A;ENSG00000154537;FAM27A
ENSG00000154537_FAM27A1;ENSG00000154537;FAM27A1
ENSG00000154537_FAM27A3;ENSG00000154537;FAM27A3
ENSG00000154537_bA7G23.5;ENSG00000154537;bA7G23.5
ENSG00000203870_CXorf68;ENSG00000203870;CXorf68
ENSG00000279245_CXorf52;ENSG00000279245;CXorf52
ENSG00000279245_LINC00204A;ENSG00000279245;LINC00204A
ENSG00000279245_NCRNA00204;ENSG00000279245;NCRNA00204
ENSG00000279245_NCRNA00204A;ENSG00000279245;NCRNA00204A
ENSG00000279245_SPCX;ENSG00000279245;SPCX
ENSG00000175676_GOLGA8D;ENSG00000175676;GOLGA8D
ENSG00000215113_CXorf49;ENSG00000215113;CXorf49
ENSG00000189090_FAM25A;ENSG00000189090;FAM25A
ENSG00000189090_FAM25B;ENSG00000189090;FAM25B
ENSG00000189090_FAM25C;ENSG00000189090;FAM25C
ENSG00000189090_bA301J7.4;ENSG00000189090;bA301J7.4
ENSG00000224843_C6orf41;ENSG00000224843;C6orf41
ENSG00000224843_NCRNA00240;ENSG00000224843;NCRNA00240
ENSG00000224843_bA373D17.1;ENSG00000224843;bA373D17.1
ENSG00000268991_FAM231B;ENSG00000268991;FAM231B
ENSG00000254369_HOXA6as;ENSG00000254369;HOXA6as
ENSG00000272398_CD24A;ENSG00000272398;CD24A
ENSG00000260458_KIR2.6;ENSG00000260458;KIR2.6
ENSG00000260458_TTPP2;ENSG00000260458;TTPP2
ENSG00000257949_C17orf106;ENSG00000257949;C17orf106
ENSG00000267368_UPK3BL;ENSG00000267368;UPK3BL
ENSG00000267368_UPLP;ENSG00000267368;UPLP
ENSG00000243708_HsT16992;ENSG00000243708;HsT16992
ENSG00000243708_cPLA2-beta;ENSG00000243708;cPLA2-beta
ENSG00000187997_IL-40;ENSG00000187997;IL-40
ENSG00000187997_UNQ464;ENSG00000187997;UNQ464
ENSG00000227268_CWS4;ENSG00000227268;CWS4
ENSG00000227268_KILLIN;ENSG00000227268;KILLIN
ENSG00000238923_RNU7;ENSG00000238923;RNU7
ENSG00000238923_U7.1;ENSG00000238923;U7.1
ENSG00000206105_KAP20.4;ENSG00000206105;KAP20.4
ENSG00000264229_MOPD1;ENSG00000264229;MOPD1
ENSG00000264229_RFMN;ENSG00000264229;RFMN
ENSG00000264229_RNU4ATAC1;ENSG00000264229;RNU4ATAC1
ENSG00000264229_TALS;ENSG00000264229;TALS
ENSG00000264229_U4ATAC;ENSG00000264229;U4ATAC
ENSG00000221676_RNU6ATAC1;ENSG00000221676;RNU6ATAC1
ENSG00000221676_U6ATAC;ENSG00000221676;U6ATAC
ENSG00000199352_RN5S1;ENSG00000199352;RN5S1
ENSG00000201588_RN5S2;ENSG00000201588;RN5S2
ENSG00000199337_RN5S3;ENSG00000199337;RN5S3
ENSG00000200381_RN5S4;ENSG00000200381;RN5S4
ENSG00000199396_RN5S5;ENSG00000199396;RN5S5
ENSG00000200624_RN5S6;ENSG00000200624;RN5S6
ENSG00000202521_RN5S7;ENSG00000202521;RN5S7
ENSG00000200343_RN5S8;ENSG00000200343;RN5S8
ENSG00000201321_RN5S9;ENSG00000201321;RN5S9
ENSG00000199910_RN5S10;ENSG00000199910;RN5S10
ENSG00000199334_RN5S11;ENSG00000199334;RN5S11
ENSG00000199270_RN5S12;ENSG00000199270;RN5S12
ENSG00000202526_RN5S13;ENSG00000202526;RN5S13
ENSG00000201355_RN5S14;ENSG00000201355;RN5S14
ENSG00000201925_RN5S15;ENSG00000201925;RN5S15
ENSG00000202257_RN5S16;ENSG00000202257;RN5S16
ENSG00000200370_RN5S17;ENSG00000200370;RN5S17
ENSG00000236027_HEL-127;ENSG00000236027;HEL-127
ENSG00000236027_PATE-DJ;ENSG00000236027;PATE-DJ
ENSG00000242412_ELP1P;ENSG00000242412;ELP1P
ENSG00000226763_ZNF576;ENSG00000226763;ZNF576
ENSG00000204978_C19orf69;ENSG00000204978;C19orf69
ENSG00000273604_C17orf96;ENSG00000273604;C17orf96
ENSG00000273604_PRR28;ENSG00000273604;PRR28
ENSG00000221120_MIRN1224;ENSG00000221120;MIRN1224
ENSG00000221120_mir-1224;ENSG00000221120;mir-1224
ENSG00000221656_MIRN1225;ENSG00000221656;MIRN1225
ENSG00000214736_OBTP;ENSG00000214736;OBTP
ENSG00000214736_TOM6;ENSG00000214736;TOM6
ENSG00000225194_NCRNA00092;ENSG00000225194;NCRNA00092
ENSG00000225556_FAM148D;ENSG00000225556;FAM148D
ENSG00000249375_CARLO7;ENSG00000249375;CARLO7
ENSG00000249375_CARLo-7;ENSG00000249375;CARLo-7
ENSG00000249375_LINC00990;ENSG00000249375;LINC00990
ENSG00000249375_TCONS_00014535;ENSG00000249375;TCONS_00014535
ENSG00000268964_ENVV2;ENSG00000268964;ENVV2
ENSG00000268964_HERV-V2;ENSG00000268964;HERV-V2
ENSG00000213999_RSRFR2;ENSG00000213999;RSRFR2
ENSG00000268257_AIR;ENSG00000268257;AIR
ENSG00000268257_IGF2R-AS;ENSG00000268257;IGF2R-AS
ENSG00000268257_IGF2R-AS1;ENSG00000268257;IGF2R-AS1
ENSG00000268257_IGF2RAS;ENSG00000268257;IGF2RAS
ENSG00000268257_NCRNA00088;ENSG00000268257;NCRNA00088
ENSG00000182712_C6.1B;ENSG00000182712;C6.1B
ENSG00000182712_MTCP1;ENSG00000182712;MTCP1
ENSG00000182712_MTCP1B;ENSG00000182712;MTCP1B
ENSG00000182712_MTCP1NB;ENSG00000182712;MTCP1NB
ENSG00000182712_p8;ENSG00000182712;p8
ENSG00000182712_p8MTCP1;ENSG00000182712;p8MTCP1
ENSG00000233614_DDX11L1;ENSG00000233614;DDX11L1
ENSG00000233614_DDX11P;ENSG00000233614;DDX11P
ENSG00000265962_MTCL1-AS1;ENSG00000265962;MTCL1-AS1
ENSG00000265962_MTCL1AS1;ENSG00000265962;MTCL1AS1
ENSG00000181404_FAM39E;ENSG00000181404;FAM39E
ENSG00000181404_WASH;ENSG00000181404;WASH
ENSG00000181404_WASH1;ENSG00000181404;WASH1
ENSG00000267757_C19orf83;ENSG00000267757;C19orf83
ENSG00000235884_lncRNA-MUF;ENSG00000235884;lncRNA-MUF
ENSG00000261603_PRSS46;ENSG00000261603;PRSS46
ENSG00000261603_TESSP6;ENSG00000261603;TESSP6
ENSG00000196668_NCRNA00173;ENSG00000196668;NCRNA00173
ENSG00000265354_TIM23;ENSG00000265354;TIM23
ENSG00000179452_GM140;ENSG00000179452;GM140
ENSG00000206106_KAP22.2;ENSG00000206106;KAP22.2
ENSG00000183793_NPIP;ENSG00000183793;NPIP
ENSG00000260128_D-X;ENSG00000260128;D-X
ENSG00000260128_FAM7A2;ENSG00000260128;FAM7A2
ENSG00000226887_HEMO;ENSG00000226887;HEMO
ENSG00000226887_envMER34;ENSG00000226887;envMER34
ENSG00000256892_HN7;ENSG00000256892;HN7
ENSG00000260596_DUX4L;ENSG00000260596;DUX4L
ENSG00000256671_LIMS3L;ENSG00000256671;LIMS3L
ENSG00000240268_MOXD2;ENSG00000240268;MOXD2
ENSG00000225516_FAM197Y5P;ENSG00000225516;FAM197Y5P
ENSG00000244219_GS1-259H13.2;ENSG00000244219;GS1-259H13.2
ENSG00000263429_LINC00675;ENSG00000263429;LINC00675
ENSG00000177257_DEFB4P;ENSG00000177257;DEFB4P
ENSG00000221533_MIR1184;ENSG00000221533;MIR1184
ENSG00000221533_MIRN1184;ENSG00000221533;MIRN1184
ENSG00000221533_hsa-mir-1184;ENSG00000221533;hsa-mir-1184
ENSG00000221533_hsa-mir-1184-1;ENSG00000221533;hsa-mir-1184-1
ENSG00000221264_MIRN1284;ENSG00000221264;MIRN1284
ENSG00000221264_hsa-mir-1284;ENSG00000221264;hsa-mir-1284
ENSG00000221264_mir-1284;ENSG00000221264;mir-1284
ENSG00000221325_MIRN1200;ENSG00000221325;MIRN1200
ENSG00000221325_hsa-mir-1200;ENSG00000221325;hsa-mir-1200
ENSG00000216171_MIRN513C;ENSG00000216171;MIRN513C
ENSG00000216171_hsa-mir-513c;ENSG00000216171;hsa-mir-513c
ENSG00000222532_MIRN1468;ENSG00000222532;MIRN1468
ENSG00000222532_hsa-mir-1468;ENSG00000222532;hsa-mir-1468
ENSG00000222532_mir-1468;ENSG00000222532;mir-1468
ENSG00000221371_MIRN1265;ENSG00000221371;MIRN1265
ENSG00000221371_hsa-mir-1265;ENSG00000221371;hsa-mir-1265
ENSG00000211543_MIR320B-1;ENSG00000211543;MIR320B-1
ENSG00000211543_MIRN320B1;ENSG00000211543;MIRN320B1
ENSG00000211543_hsa-mir-320b-1;ENSG00000211543;hsa-mir-320b-1
ENSG00000211543_mir-320b-1;ENSG00000211543;mir-320b-1
ENSG00000221039_MIRN1286;ENSG00000221039;MIRN1286
ENSG00000221039_hsa-mir-1286;ENSG00000221039;hsa-mir-1286
ENSG00000221039_mir-1286;ENSG00000221039;mir-1286
ENSG00000223109_MIRN1538;ENSG00000223109;MIRN1538
ENSG00000223109_hsa-mir-1538;ENSG00000223109;hsa-mir-1538
ENSG00000221634_MIRN1276;ENSG00000221634;MIRN1276
ENSG00000221634_hsa-mir-1276;ENSG00000221634;hsa-mir-1276
ENSG00000221634_mir-1276;ENSG00000221634;mir-1276
ENSG00000221783_MIRN1183;ENSG00000221783;MIRN1183
ENSG00000221783_hsa-mir-1183;ENSG00000221783;hsa-mir-1183
ENSG00000221697_MIRN1275;ENSG00000221697;MIRN1275
ENSG00000221697_hsa-mir-1275;ENSG00000221697;hsa-mir-1275
ENSG00000221697_mir-1275;ENSG00000221697;mir-1275
ENSG00000221355_MIRN1288;ENSG00000221355;MIRN1288
ENSG00000221355_hsa-mir-1288;ENSG00000221355;hsa-mir-1288
ENSG00000221763_MIRN1289-1;ENSG00000221763;MIRN1289-1
ENSG00000221763_hsa-mir-1289-1;ENSG00000221763;hsa-mir-1289-1
ENSG00000222246_MIRN1471;ENSG00000222246;MIRN1471
ENSG00000222246_hsa-mir-1471;ENSG00000222246;hsa-mir-1471
ENSG00000269782_MIRN1470;ENSG00000269782;MIRN1470
ENSG00000269782_hsa-mir-1470;ENSG00000269782;hsa-mir-1470
ENSG00000221055_MIRN1302-3;ENSG00000221055;MIRN1302-3
ENSG00000221055_hsa-mir-1302-3;ENSG00000221055;hsa-mir-1302-3
ENSG00000222071_MIRN1915;ENSG00000222071;MIRN1915
ENSG00000222071_hsa-mir-1915;ENSG00000222071;hsa-mir-1915
ENSG00000221628_MIRN1302-4;ENSG00000221628;MIRN1302-4
ENSG00000221628_hsa-mir-1302-4;ENSG00000221628;hsa-mir-1302-4
ENSG00000283218_MIRN302F;ENSG00000283218;MIRN302F
ENSG00000283218_hsa-mir-302f;ENSG00000283218;hsa-mir-302f
ENSG00000283799_MIRN1182;ENSG00000283799;MIRN1182
ENSG00000283799_hsa-mir-1182;ENSG00000283799;hsa-mir-1182
ENSG00000284415_MIRN1287;ENSG00000284415;MIRN1287
ENSG00000284415_hsa-mir-1287;ENSG00000284415;hsa-mir-1287
ENSG00000284415_mir-1287;ENSG00000284415;mir-1287
ENSG00000221287_MIRN1289-2;ENSG00000221287;MIRN1289-2
ENSG00000221287_hsa-mir-1289-2;ENSG00000221287;hsa-mir-1289-2
ENSG00000221493_MIR320C-1;ENSG00000221493;MIR320C-1
ENSG00000221493_MIRN320C1;ENSG00000221493;MIRN320C1
ENSG00000221493_hsa-mir-320c-1;ENSG00000221493;hsa-mir-320c-1
ENSG00000221493_mir-320c-1;ENSG00000221493;mir-320c-1
ENSG00000221788_MIRN1252;ENSG00000221788;MIRN1252
ENSG00000221788_hsa-mir-1252;ENSG00000221788;hsa-mir-1252
ENSG00000284433_MIRN1914;ENSG00000284433;MIRN1914
ENSG00000284433_hsa-mir-1914;ENSG00000284433;hsa-mir-1914
ENSG00000284481_MIRN1292;ENSG00000284481;MIRN1292
ENSG00000284481_hsa-mir-1292;ENSG00000284481;hsa-mir-1292
ENSG00000284481_mir-1292;ENSG00000284481;mir-1292
ENSG00000222831_MIRN1537;ENSG00000222831;MIRN1537
ENSG00000222831_hsa-mir-1537;ENSG00000222831;hsa-mir-1537
ENSG00000222831_mir-1537;ENSG00000222831;mir-1537
ENSG00000221393_MIRN1302-6;ENSG00000221393;MIRN1302-6
ENSG00000221393_hsa-mir-1302-6;ENSG00000221393;hsa-mir-1302-6
ENSG00000222958_MIRN1913;ENSG00000222958;MIRN1913
ENSG00000222958_hsa-mir-1913;ENSG00000222958;hsa-mir-1913
ENSG00000283203_MIRN1246;ENSG00000283203;MIRN1246
